Date (YMD),Advancers,Decliners,Unchanged,RANA,19-day EMA,39-day EMA,Oscillator,Index
19850814,883,616,505,178.1187458306,-53.5731525212,-21.103692467,-32.4694600542,2163.7424303054
19850815,768,710,523,39.2422192152,-44.2916153476,-18.0863968829,-26.2052184647,2137.5372118407
19850816,422,1073,505,-435.4515050167,-83.4076043145,-38.9546522896,-44.4529520249,2093.0842598158
19850819,795,712,474,55.0763105508,-69.559212828,-34.2531041476,-35.3061086804,2057.7781511354
19850820,930,587,485,226.1041529334,-39.9928762518,-21.2352412935,-18.7576349583,2039.0205161772
19850821,989,566,447,272.0257234727,-8.7910162794,-6.5721930552,-2.2188232242,2036.801692953
19850822,575,1004,439,-271.6909436352,-35.081009015,-19.8281305842,-15.2528784307,2021.5488145223
19850823,708,758,512,-34.1064120055,-34.983549314,-20.5420446553,-14.4415046587,2007.1073098635
19850826,790,732,462,38.1077529566,-27.6744190869,-17.6095547747,-10.0648643123,1997.0424455513
19850827,877,626,504,166.999334664,-8.2070437119,-8.3791103028,0.1720665909,1997.2145121422
19850828,845,620,510,153.5836177474,7.9720224341,-0.2809739002,8.2529963343,2005.4675084765
19850829,799,674,510,84.8608282417,15.6609030148,3.9761162069,11.684786808,2017.1522952845
19850830,760,700,508,41.095890411,18.2044017545,5.8321049171,12.3722968374,2029.5245921219
19850903,510,1053,450,-347.4088291747,-18.3569213385,-11.8299417875,-6.5269795509,2022.9976125709
19850904,593,899,535,-205.0938337802,-37.0306125826,-21.4931363872,-15.5374761955,2007.4601363755
19850905,666,792,522,-86.4197530864,-41.969526633,-24.7394672221,-17.2300594109,1990.2300769646
19850906,870,619,478,168.5695097381,-20.9156229959,-15.0740183741,-5.8416046218,1984.3884723428
19850909,766,725,520,27.498323273,-16.074228369,-12.9454012918,-3.1288270773,1981.2596452655
19850910,465,1094,454,-403.4637588198,-54.8131814141,-32.4713191682,-22.3418622459,1958.9177830196
19850911,345,1222,448,-559.6681557116,-105.2986788438,-58.8311609953,-46.4675178485,1912.4502651711
19850912,415,1133,475,-463.8242894057,-141.1512399,-79.0808174158,-62.0704224842,1850.3798426869
19850913,474,1059,476,-381.6046966732,-165.1965855773,-94.2070113787,-70.9895741986,1779.3902684883
19850916,700,746,530,-31.8118948824,-151.8581165078,-91.0872555539,-60.7708609539,1718.6194075344
19850917,438,1162,425,-452.5,-181.9223048571,-109.1578927762,-72.7644120809,1645.8549954535
19850918,658,872,481,-139.8692810458,-177.7170024759,-110.6934621897,-67.0235402862,1578.8314551672
19850919,1085,439,454,423.8845144357,-117.5568507848,-83.9645633584,-33.5922874264,1545.2391677409
19850920,733,796,470,-41.2034009156,-109.9215057979,-81.8265052363,-28.0950005616,1517.1441671793
19850923,1074,491,446,372.5239616613,-61.6769590519,-59.1089818914,-2.5679771605,1514.5761900188
19850924,507,996,470,-325.3493013972,-88.0441932865,-72.4209978667,-15.6231954198,1498.952994599
19850925,415,1093,457,-449.6021220159,-124.1999861594,-91.2800540741,-32.9199320853,1466.0330625137
19850926,629,900,463,-177.2400261609,-129.5039901596,-95.5780526785,-33.9259374811,1432.1071250327
19850930,804,779,444,15.7927984839,-114.9743112952,-90.0095101204,-24.9648011748,1407.1423238578
19851001,1100,471,428,400.3819223425,-63.4386879314,-65.4899384972,2.0512505658,1409.1935744236
19851002,772,754,493,11.7955439056,-55.9152647477,-61.6256643771,5.7103996293,1414.9039740529
19851003,791,717,482,49.0716180371,-45.4165764692,-56.0908002564,10.6742237871,1425.5781978401
19851004,634,869,469,-156.3539587492,-56.5103146972,-61.103958181,4.5936434838,1430.1718413238
19851007,581,959,445,-245.4545454545,-75.404737773,-70.3214875447,-5.0832502283,1425.0885910955
19851008,652,841,503,-126.5907568654,-80.5233396822,-73.1349510107,-7.3883886715,1417.700202424
19851009,855,622,509,157.7522004062,-56.6957856734,-61.5905934399,4.8948077665,1422.5950101905
19851010,823,653,510,115.1761517615,-39.5085919299,-52.7522561798,13.2436642499,1435.8386744405
19851011,981,493,504,331.0719131615,-2.4505414207,-33.5610477127,31.110506292,1466.9491807325
19851014,987,462,476,362.3188405797,34.0263967793,-13.7670532981,47.7934500774,1514.7426308099
19851015,755,724,496,20.9601081812,32.7197679195,-12.0306952242,44.7504631436,1559.4930939535
19851016,966,533,487,288.859239493,58.3337150768,3.0138015117,55.3199135651,1614.8130075187
19851017,817,720,471,63.1099544567,58.8113390148,6.018609159,52.7927298559,1667.6057373745
19851018,740,770,491,-19.8675496689,50.9434501465,4.7243012176,46.2191489289,1713.8248863034
19851021,674,889,435,-137.5559820857,32.0935069232,-2.3897129476,34.4832198708,1748.3081061743
19851022,934,602,464,216.1458333333,50.4987395643,8.5370643664,41.9616751978,1790.2697813721
19851023,878,632,506,162.9139072848,61.7402563363,16.2559065124,45.4843498239,1835.754131196
19851024,729,808,449,-51.3988288874,50.4263478139,12.8731697424,37.5531780716,1873.3073092676
19851025,558,915,526,-242.3625254582,21.1474604867,0.1113849823,21.0360755044,1894.3433847719
19851028,712,815,487,-67.4525212836,12.2874623097,-3.266810331,15.5542726406,1909.8976574126
19851029,999,558,466,283.2369942197,39.3824155007,11.0583798966,28.3240356041,1938.2216930167
19851030,983,574,470,262.6846499679,61.7126389474,23.6396934001,38.0729455473,1976.2946385639
19851031,792,688,524,70.2702702703,62.5684020797,25.9712222436,36.597179836,2012.8918184
19851101,1009,561,433,285.3503184713,84.8465937189,38.940177055,45.9064166638,2058.7982350638
19851104,769,805,464,-22.8716645489,74.0747678921,35.8495849748,38.2251829172,2097.023417981
19851105,986,548,492,285.5280312907,95.2200942319,48.3335072906,46.8865869413,2143.9100049223
19851106,967,642,454,201.9888129273,105.8969661015,56.0162725725,49.880693529,2193.7906984513
19851107,855,747,432,67.4157303371,102.048842525,56.5862454607,45.4625970643,2239.2532955157
19851108,1135,478,446,407.3155610663,132.5755143792,74.122711241,58.4528031382,2297.7060986539
19851111,1225,427,367,483.0508474576,167.623047687,94.5691180518,73.0539296352,2370.7600282891
19851112,1116,566,380,326.9916765755,183.5599105759,106.190245978,77.3696645979,2448.129692887
19851113,586,1023,430,-271.5972653822,138.0441929801,87.30087041,50.7433225701,2498.873015457
19851114,1136,491,428,396.4351567302,163.8832893551,102.757584726,61.1257046291,2559.9987200861
19851115,729,848,469,-75.4597336715,139.9489870524,93.8467188061,46.1022682463,2606.1009883324
19851118,764,893,392,-77.8515389258,118.1689344546,85.2618059195,32.9071285351,2639.0081168674
19851119,1009,633,422,228.9890377588,129.250944785,92.4481675115,36.8027772735,2675.810894141
19851120,759,802,472,-27.5464445868,113.5712058478,86.4484369066,27.1227689413,2702.9336630822
19851121,1263,423,381,498.2206405694,152.03614932,107.0370470897,44.9991022303,2747.9327653125
19851122,968,643,446,201.7380509001,157.006339478,111.7720972802,45.2342421978,2793.1670075103
19851125,558,1095,386,-324.8638838476,108.8193171454,89.9402982238,18.8790189216,2812.0460264319
19851126,795,767,483,17.9257362356,99.7299590545,86.3395701244,13.39038893,2825.4364153619
19851127,1021,565,436,287.5157629256,118.5085394416,96.3983797645,22.1101596771,2847.546575039
19851129,832,662,458,113.7884872825,118.0365342257,97.2678851404,20.7686490853,2868.3152241242
19851202,566,1056,429,-302.0961775586,76.0232630472,77.2996820054,-1.2764189582,2867.038805166
19851203,907,652,474,163.5663887107,84.7775756136,81.6130173407,3.1645582729,2870.2033634389
19851204,1298,377,389,549.8507462687,131.2848926791,105.0249037871,26.259988892,2896.4633523309
19851205,870,791,417,47.5617098134,122.9125743925,102.1517440884,20.7608303041,2917.224182635
19851206,508,1128,414,-378.9731051345,72.7240064398,78.0955016273,-5.3714951875,2911.8526874476
19851209,1029,659,389,219.1943127962,87.3710370755,85.1504421857,2.2205948897,2914.0732823373
19851210,892,769,429,74.0517760385,86.0391109718,84.5955088784,1.4436020934,2915.5168844307
19851211,1140,585,364,321.7391304348,109.6091129181,96.4526899562,13.1564229619,2928.6733073926
19851212,920,721,433,121.267519805,110.7749536068,97.6934314486,13.0815221581,2941.7548295507
19851213,1305,417,357,515.6794425087,151.265402497,118.5927320016,32.6726704953,2974.4275000461
19851216,1024,702,365,186.5585168019,154.7947139274,121.9910212416,32.8036926858,3007.2311927319
19851217,667,1042,392,-219.4265652428,117.3725860104,104.9201419174,12.452444093,3019.6836368249
19851218,673,986,424,-188.6678722122,86.7685401882,90.2407412109,-3.4722010228,3016.2114358021
19851219,852,810,402,25.2707581227,80.6187619816,86.9922420565,-6.3734800749,3009.8379557272
19851220,1102,574,385,315.0357995227,104.0604657357,98.3944199298,5.6660458059,3015.5040015331
19851223,498,1199,383,-413.0819092516,52.346228237,72.8206034708,-20.4743752338,2995.0296262993
19851224,534,971,494,-290.365448505,18.0750605628,54.661300872,-36.5862403092,2958.4433859902
19851226,859,618,489,163.1685849695,32.5844130035,60.0866650768,-27.5022520734,2930.9411339168
19851227,1143,438,409,445.9203036053,73.9180020636,79.3783470033,-5.4603449396,2925.4807889771
19851230,947,639,469,194.1992433796,85.9461261952,85.1193918221,0.8267343732,2926.3075233503
19851231,949,655,418,183.2917705736,95.6806906331,90.0280107597,5.6526798734,2931.9602032237
19860102,706,902,396,-121.8905472637,73.9235668434,79.4320828585,-5.5085160151,2926.4516872086
19860103,1136,499,403,389.6024464832,105.4914548074,94.9406010397,10.5508537676,2937.0025409763
19860106,781,875,393,-56.7632850242,89.2659808242,87.3554067365,1.9105740877,2938.913115064
19860107,1357,371,349,570.6018518519,137.399567927,111.5177289923,25.8818389347,2964.7949539986
19860108,515,1254,321,-417.7501413228,81.884597002,85.0543354765,-3.1697384745,2961.6252155241
19860109,336,1490,239,-631.982475356,10.4978897662,49.2024949349,-38.7046051687,2922.9206103554
19860110,800,808,432,-4.9751243781,8.9505883518,46.4936139693,-37.5430256175,2885.3775847379
19860113,907,691,435,135.1689612015,21.5724256368,50.9273813309,-29.3549556941,2856.0226290438
19860114,952,671,415,173.1361675909,36.7287998322,57.0378206439,-20.3090208117,2835.7136082321
19860115,1090,495,446,375.3943217666,70.5953520256,72.9556457,-2.3602936744,2833.3533145577
19860116,917,653,433,168.152866242,80.3511034472,77.7155067271,2.6355967201,2835.9889112778
19860117,835,741,432,59.6446700508,78.2804601076,76.8119648933,1.4684952143,2837.4574064921
19860120,655,922,428,-169.3088142042,53.5215326764,64.5059259384,-10.984393262,2826.4730132301
19860121,609,1023,404,-253.6764705882,22.80173235,48.5968061121,-25.7950737621,2800.677939468
19860122,544,1055,419,-319.5747342089,-11.4359143059,30.188229096,-41.624143402,2759.053796066
19860123,805,768,461,23.5219326128,-7.9401296141,29.8549142719,-37.7950438859,2721.25875218
19860124,1155,465,399,425.9259259259,35.4464759399,49.6584648546,-14.2119889146,2707.0467632654
19860127,966,683,385,171.6191631292,49.0637446589,55.7564997683,-6.6927551094,2700.354008156
19860128,1095,569,368,316.1057692308,75.7679471161,68.7739632414,6.9939838746,2707.3479920306
19860129,797,886,363,-52.8817587641,62.902976528,62.6911771412,0.2117993869,2707.5597914175
19860130,866,737,427,80.4741110418,64.6600899794,63.5803238362,1.0797661432,2708.6395575607
19860131,1116,508,390,374.3842364532,95.6325046268,79.120519467,16.5119851598,2725.1515427204
19860203,1093,543,395,336.1858190709,119.6878360712,91.9737844472,27.714051624,2752.8655943444
19860204,797,867,397,-42.0673076923,103.5123216949,85.2717298403,18.2405918546,2771.106186199
19860205,844,794,420,30.525030525,96.2135925779,82.5343948745,13.6791977034,2784.7853839024
19860206,977,653,405,198.773006135,106.4695339336,88.3463254375,18.1232084961,2802.9085923985
19860207,964,646,425,197.5155279503,115.5741333353,93.8047855632,21.7693477721,2824.6779401706
19860210,1035,583,428,279.3572311496,131.9524431167,103.0824078425,28.8700352742,2853.5479754448
19860211,838,773,419,40.34761018,122.791959823,99.9456679594,22.8462918637,2876.3942673084
19860212,934,668,444,166.0424469413,127.1170085349,103.2505069085,23.8665016264,2900.2607689348
19860213,976,647,421,202.7110289587,134.6764105772,108.223533011,26.4528775663,2926.7136465011
19860214,1156,523,381,377.0101250744,158.909782027,121.6628626141,37.2469194128,2963.9605659139
19860218,1183,517,377,391.7647058824,182.1952744125,135.1679547776,47.0273196349,3010.9878855488
19860219,706,1009,356,-176.6763848397,146.3081084873,119.5757377967,26.7323706906,3037.7202562394
19860220,1036,604,432,263.4146341463,158.0187610532,126.7676826142,31.251078439,3068.9713346784
19860221,1329,398,365,539.085118703,196.1253968182,147.3835544186,48.7418423996,3117.713177078
19860224,803,911,375,-63.0105017503,170.2118069613,136.8638516102,33.3479553512,3151.0611324291
19860225,806,849,434,-25.9818731118,150.592438954,128.7215653741,21.8708735799,3172.9320060091
19860226,838,767,467,44.2367601246,139.9568710711,124.4973251116,15.4595459595,3188.3915519686
19860227,1271,461,359,467.6674364896,172.7279276129,141.6558306805,31.0720969324,3219.463648901
19860228,1064,685,347,216.6952544311,177.1246602947,145.407801868,31.7168584267,3251.1805073277
19860303,817,885,403,-39.9529964747,155.4168946178,136.1397619509,19.2771326669,3270.4576399946
