Date (YMD),Advancers,Decliners,Unchanged,RANA,19-day EMA,39-day EMA,Oscillator,Index
20110901,805,2238,87,-470.9168583635,67.7757086791,16.3523079269,51.4234007523,1783.2666869862
20110902,445,2590,71,-706.7545304778,-9.6773152366,-19.8030339934,10.1257187568,1793.3924057429
20110906,832,2222,82,-455.1407989522,-54.2236636081,-41.5699222413,-12.6537413668,1780.7386643761
20110907,2747,317,50,793.0809399478,30.5067967475,0.1626208681,30.3441758793,1811.0828402554
20110908,667,2361,82,-559.4451783355,-28.4884007608,-27.817769092,-0.6706316688,1810.4122085866
20110909,462,2594,69,-697.6439790576,-95.4039585905,-61.3090795903,-34.0948790002,1776.3173295864
20110912,1462,1580,82,-38.7902695595,-89.7425896874,-60.1831390888,-29.5594505986,1746.7578789878
20110913,2338,713,65,532.612258276,-27.5071048911,-30.5433692205,3.0362643295,1749.7941433173
20110914,2246,776,104,486.4328259431,23.8868881923,-4.6945594624,28.5814476547,1778.375590972
20110915,2320,711,89,530.8479049819,74.5829898713,22.0825637599,52.5004261114,1830.8760170834
20110916,1535,1486,107,16.2197947699,68.7466703612,21.7894253104,46.9572450508,1877.8332621342
20110919,689,2333,92,-544.0105890139,7.4709444237,-6.5005754059,13.9715198295,1891.8047819637
20110920,1100,1894,103,-265.1970607882,-19.7958560975,-19.435399675,-0.3604564226,1891.4443255411
20110921,474,2577,63,-689.2822025565,-86.7444907434,-52.9277398191,-33.8167509244,1857.6275746168
20110922,343,2739,42,-777.4172615185,-155.8117678209,-89.152215904,-66.6595519169,1790.9680226998
20110923,1907,1111,90,263.7508283632,-113.8555082025,-71.5070636907,-42.3484445119,1748.619578188
20110926,2213,830,68,454.4857048965,-57.0213868926,-45.2074252613,-11.8139616313,1736.8056165566
20110927,2492,547,71,640.0131622244,12.6820680191,-10.946395887,23.6284639061,1760.4340804627
20110928,506,2507,58,-664.1221374046,-54.9983525233,-43.6051829629,-11.3931695604,1749.0409109023
20110929,2178,858,72,434.7826086957,-6.0202564014,-19.68579338,13.6655369786,1762.7064478809
20110930,626,2442,57,-591.9165580183,-64.6098865631,-48.2973316119,-16.3125549512,1746.3938929297
20111003,283,2806,35,-816.7691809647,-139.8258160032,-86.7209240795,-53.1048919237,1693.289001006
20111004,1851,1232,36,200.7784625365,-105.7653881493,-72.3459547487,-33.4194334005,1659.8695676055
20111005,2224,814,63,464.1211323239,-48.776736102,-45.5226003951,-3.2541357069,1656.6154318986
20111006,2598,471,41,693.0596285435,25.4069003626,-8.5934889482,34.0003893108,1690.6158212094
20111007,878,2154,71,-420.8443271768,-19.2182223913,-29.2060308596,9.9878084682,1700.6036296776
20111010,2791,266,44,825.9731763167,65.3009174795,13.5529294992,51.7479879802,1752.3516176578
20111011,1669,1339,96,109.7074468085,69.7415704124,18.3606553647,51.3809150477,1803.7325327055
20111012,2454,603,54,605.4955839058,123.3169717617,47.7174017917,75.59956997,1879.3321026755
20111013,1178,1843,92,-220.1257861635,88.9726959692,34.325242394,54.6474535752,1933.9795562507
20111014,2527,504,72,667.4364896074,146.819075333,65.9808047546,80.8382705784,2014.817826829
20111017,575,2467,71,-621.9592373439,69.9412440653,31.5838026497,38.3574414156,2053.1752682446
20111018,2537,490,79,676.2471093492,130.5718305937,63.8169679847,66.754862609,2119.9301308537
20111019,834,2208,77,-451.6765285996,72.3469946744,38.0422931555,34.3047015189,2154.2348323725
20111020,1819,1187,101,210.246174318,86.1369126387,46.6524872136,39.4844254251,2193.7192577977
20111021,2647,407,67,733.4643091028,150.8696522851,80.9930783081,69.8765739771,2263.5958317748
20111024,2514,531,74,651.2315270936,200.905839766,109.5050007473,91.4008390186,2354.9966707934
20111025,546,2485,67,-639.7228637413,116.8429694153,72.0436075229,44.7993618923,2399.7960326858
20111026,2452,587,80,613.6887133926,166.527543813,99.1258628164,67.4016809966,2467.1977136824
20111027,2703,391,48,747.2527472527,224.600064157,131.5322070382,93.0678571188,2560.2655708011
20111028,1513,1363,105,52.1557719054,207.3556349318,127.5633852816,79.7922496502,2640.0578204514
20111031,560,2477,87,-631.2150148173,123.4985699569,89.6244652766,33.8741046803,2673.9319251316
20111101,447,2578,57,-704.4628099174,40.7024319695,49.9201015169,-9.2176695475,2664.7142555842
20111102,2525,508,74,665.0181338609,103.1340021586,80.6750031341,22.4589990245,2687.1732546087
20111103,2350,675,78,553.7190082645,148.1925027692,104.3272033906,43.8652993786,2731.0385539872
20111104,1179,1802,107,-208.9902717209,112.4742253202,88.6613296351,23.8128956851,2754.8514496723
20111107,1616,1341,107,92.9996618194,110.5267689701,88.8782462443,21.6485227258,2776.4999723982
20111108,2214,791,80,473.544093178,146.8285013909,108.111538591,38.7169627999,2815.2169351981
20111109,306,2755,38,-800.0653381248,52.1391174393,62.7026947552,-10.5635773158,2804.6533578823
20111110,2111,920,73,392.9396238865,86.2191680841,79.2145412117,7.0046268723,2811.6579847546
20111111,2602,434,64,714.0974967062,149.0070009463,110.9586889865,38.0483119598,2849.7062967144
20111114,737,2300,79,-514.6526177149,82.6410390802,79.6781236514,2.9629154288,2852.6692121431
20111115,1894,1105,122,263.0876958986,100.685704762,88.8486022638,11.8371024982,2864.5063146414
20111116,719,2298,81,-523.3675836924,38.2803759166,58.237792966,-19.9574170494,2844.548897592
20111117,575,2441,91,-618.700265252,-27.4176882003,24.3908900551,-51.8085782554,2792.7403193366
20111118,1733,1285,101,148.4426772697,-9.8316516533,30.5934794158,-40.4251310691,2752.3151882675
20111121,464,2598,59,-696.9301110385,-78.5414975918,-5.7827001069,-72.7587974849,2679.5563907826
20111122,1146,1890,88,-245.0592885376,-95.1932766864,-17.7465295285,-77.4467471579,2602.1096436247
20111123,380,2684,55,-751.9582245431,-160.8697714721,-54.4571142792,-106.4126571929,2495.6969864318
20111125,1275,1640,113,-125.2144082333,-157.3042351482,-57.9949789769,-99.3092561713,2396.3877302605
20111128,2608,512,46,671.7948717949,-74.3943244539,-21.5054864383,-52.8888380156,2343.498892245
20111129,1485,1548,100,-20.7715133531,-69.0320433438,-21.468787784,-47.5632555598,2295.9356366852
20111130,2703,402,48,741.0628019324,11.9774411838,16.6577917018,-4.680350518,2291.2552861672
20111201,1193,1842,96,-213.8385502471,-10.6041579593,5.1329746043,-15.7371325636,2275.5181536036
20111202,1859,1181,91,223.0263157895,12.7588894156,16.0276416636,-3.268752248,2272.2494013556
20111205,2377,683,73,553.5947712418,66.8424775982,42.9059981425,23.9364794557,2296.1858808114
20111206,1534,1481,100,17.5787728027,61.9161071187,41.6396368755,20.2764702432,2316.4623510545
20111207,1577,1407,123,56.9705093834,61.4215473451,42.4061805009,19.0153668442,2335.4777178987
20111208,416,2620,68,-725.9552042161,-17.316127811,3.9881112651,-21.304239076,2314.1734788227
20111209,2601,442,81,709.4972067039,55.3652056405,39.263566037,16.1016396035,2330.2751184262
20111212,642,2412,68,-579.5677799607,-8.1280929196,8.3219987371,-16.4500916567,2313.8250267695
20111213,868,2145,81,-423.830069698,-49.6982905975,-13.2856046846,-36.4126859128,2277.4123408567
20111214,870,2179,77,-429.3210888816,-87.6605704259,-34.0873788945,-53.5731915314,2223.8391493253
20111215,1903,1103,104,266.1343978709,-52.2810735962,-19.0762900562,-33.20478354,2190.6343657853
20111216,1861,1148,110,236.9557992689,-23.3573863097,-6.27468559,-17.0827007197,2173.5516650656
20111219,654,2395,79,-571.0068875041,-78.1223364291,-34.5112956857,-43.6110407435,2129.9406243222
20111220,2708,371,61,759.0126664501,5.5911638588,5.1649024211,0.4262614377,2130.3668857598
20111221,1864,1171,96,228.3360790774,27.8656553807,16.3234612539,11.5421941267,2141.9090798866
20111222,2297,762,81,501.7979731939,75.258887162,40.5971868509,34.6617003111,2176.5707801976
20111223,2087,917,115,389.4806924101,106.6810676868,58.0413621289,48.6397055579,2225.2104857555
20111227,1538,1462,114,25.3333333333,98.5462942515,56.4059606891,42.1403335623,2267.3508193179
20111228,626,2416,73,-588.4286653517,29.8487982911,24.1642293871,5.6845689041,2273.0353882219
20111229,2378,651,92,570.1551667217,83.8794351342,51.4637762538,32.4156588804,2305.4510471023
20111230,1438,1582,108,-47.6821192053,70.7232797002,46.5064814808,24.2167982194,2329.6678453217
20120103,2367,715,65,536.0155743024,117.2525091605,70.9819361219,46.2705730385,2375.9384183603
20120104,1503,1554,67,-16.6830225711,103.8589559873,66.5986881873,37.2602678,2413.1986861603
20120105,1816,1198,87,205.0431320504,113.9773735936,73.5209103804,40.4564632132,2453.6551493735
20120106,1397,1620,101,-73.9144845873,95.1881877755,66.149140632,29.0390471435,2482.6941965169
20120109,1905,1109,98,264.100862641,112.0794552621,76.0467267325,36.0327285296,2518.7269250465
20120110,2327,703,101,535.9735973597,154.4688694718,99.0430702639,55.425799208,2574.1527242545
20120111,1656,1352,100,101.0638297872,149.1283655034,99.14410824,49.9842572634,2624.1369815178
20120112,1847,1173,105,223.178807947,156.5334097477,105.3458432254,51.1875665224,2675.3245480402
20120113,1060,1969,113,-300.0990425883,110.8701645141,85.0735989347,25.7965655794,2701.1211136197
20120117,1859,1157,110,232.7586206897,123.0590101317,92.4578500224,30.6011601092,2731.7222737289
20120118,2400,647,80,575.3199868723,168.2851078057,116.6009568649,51.6841509408,2783.4064246697
20120119,1956,1043,111,304.4348116039,181.9000781856,125.9926496019,55.9074285837,2839.3138532534
20120120,1735,1260,118,158.5976627713,179.5698366441,127.6229002603,51.9469363838,2891.2607896372
20120123,1760,1265,93,163.6363636364,177.9764893434,129.4235734291,48.5529159142,2939.8137055514
20120124,1621,1379,103,80.6666666667,168.2455070757,126.985728091,41.2597789847,2981.0734845361
20120125,2325,721,97,526.5922521339,204.0801815815,146.9660542932,57.1141272883,3038.1876118244
20120126,1484,1543,93,-19.4912454575,181.7230388776,138.6431893056,43.079849572,3081.2674613964
20120127,1944,1058,110,295.1365756163,193.0643925515,146.4678586212,46.5965339303,3127.8639953267
20120130,1101,1903,119,-266.9773635153,147.0602169448,125.7955975143,21.2646194305,3149.1286147572
20120131,1737,1247,126,164.2091152815,148.7751067785,127.7162734027,21.0588333758,3170.1874481329
20120201,2524,535,76,650.2124877411,198.9188448747,153.8410841196,45.0777607551,3215.265208888
20120202,1713,1280,121,144.6708987638,193.4940502636,153.3825748518,40.1114754118,3255.3766842998
20120203,2374,654,93,568.0317040951,230.9478156468,174.115031314,56.8327843328,3312.2094686326
20120206,1255,1784,88,-174.0704179006,190.445992292,156.7057588533,33.7402334388,3345.9497020714
20120207,1712,1302,100,136.0318513603,185.0045781989,155.6720634786,29.3325147203,3375.2822167917
20120208,1760,1274,99,160.1845748187,182.5225778609,155.8976890456,26.6248888152,3401.9071056069
20120209,1526,1510,103,5.2700922266,164.7973292974,148.3663092047,16.4310200928,3418.3381256997
20120210,745,2312,79,-512.5940464508,97.0581917226,115.3182914219,-18.2600996993,3400.0780260004
20120213,2368,719,64,534.1755749919,140.7699300495,136.2611556004,4.5087744491,3404.5868004495
20120214,1098,1908,96,-269.4610778443,99.7468292602,115.9750439282,-16.228214668,3388.3585857815
20120215,1295,1723,105,-141.8157720345,75.5905691307,103.08550313,-27.4949339993,3360.8636517822
20120216,2303,779,72,494.484101233,117.4799223409,122.6554330352,-5.1755106943,3355.6881410879
20120217,1757,1271,109,160.5019815059,121.7821282574,124.5477604587,-2.7656322013,3352.9225088866
20120221,1514,1512,105,0.6609385327,109.670009285,118.3534193624,-8.6834100775,3344.2390988091
20120222,1188,1854,97,-218.9349112426,76.8095172322,101.4890028322,-24.6794856,3319.5596132092
20120223,2169,856,91,434.0495867769,112.5335241867,118.1170320294,-5.5835078427,3313.9761053664
20120224,1645,1379,105,87.962962963,110.0764680643,116.6093285761,-6.5328605118,3307.4432448547
20120227,1508,1500,113,2.6595744681,99.3347787047,110.9118408707,-11.577062166,3295.8661826887
20120228,1567,1455,107,37.0615486433,93.1074556985,107.2193262593,-14.1118705608,3281.7543121279
20120229,1039,1996,85,-315.3212520593,52.2645849227,86.0922973434,-33.8277124206,3247.9265997072
20120301,2037,989,93,346.3317911434,81.6713055448,99.1042720334,-17.4329664886,3230.4936332187
20120302,999,2021,108,-338.4105960265,39.6631153877,77.2285286304,-37.5654132427,3192.928219976
20120305,1219,1817,88,-196.9696969697,15.9998341519,63.5186173504,-47.5187831984,3145.4094367776
20120306,269,2799,46,-824.6414602347,-68.0642952867,19.1106134711,-87.1749087578,3058.2345280197
20120307,2386,645,86,574.3978884856,-3.8180769095,46.8749772219,-50.6930541313,3007.5414738884
20120308,2421,616,79,594.336516299,55.9973824114,74.2480541757,-18.2506717643,2989.290802124
20120309,2095,902,116,398.0647313981,90.20411731,90.4388880368,-0.2347707268,2989.0560313972
20120312,1380,1630,100,-83.0564784053,72.8780577385,81.7641197147,-8.8860619762,2980.169969421
20120313,2480,593,61,614.0579238529,126.9960443499,108.3788099216,18.6172344283,2998.7872038493
20120314,805,2252,65,-473.3398756951,66.9624523454,79.2928756408,-12.3304232954,2986.456780554
20120315,1808,1227,77,191.4332784185,79.4095349527,84.8998957797,-5.4903608269,2980.966419727
20120316,1377,1657,81,-92.2874093606,62.2398405214,76.0405305227,-13.8006900013,2967.1657297258
20120319,1905,1100,111,267.8868552413,82.8045419934,85.6328467586,-2.8283047652,2964.3374249606
20120320,992,2030,100,-343.481138319,40.1759739622,64.1771475047,-24.0011735426,2940.336251418
20120321,1476,1519,111,-14.3572621035,34.7226503556,60.2504270243,-25.5277766687,2914.8084747493
20120322,782,2231,106,-480.9160305344,-16.8412177334,33.1921041464,-50.0333218798,2864.7751528695
20120323,2124,879,105,414.5854145854,26.3014454985,52.2617696683,-25.9603241698,2838.8148286997
20120326,2321,732,88,520.4716672126,75.7184676699,75.6722645455,0.0462031244,2838.861031824
20120327,1246,1760,121,-170.9913506321,51.0474858397,63.3390837867,-12.291597947,2826.5694338771
20120328,1124,1908,102,-258.5751978892,20.0852174668,47.2433697029,-27.1581522361,2799.411281641
20120329,1183,1822,114,-212.6455906822,-3.1878633481,34.2489216836,-37.4367850317,2761.9744966093
20120330,1750,1264,105,161.2475116125,13.255674148,40.5988511801,-27.3431770321,2734.6313195772
20120402,2277,763,102,498.0263157895,61.7327383121,63.4702244105,-1.7374860984,2732.8938334788
20120403,1066,1968,112,-297.2972972973,25.8297347512,45.4318483251,-19.602113574,2713.2917199048
20120404,590,2445,70,-611.2026359143,-37.8735023154,12.6001241132,-50.4736264285,2662.8180934763
20120405,1290,1701,120,-137.4122367101,-47.8273757549,5.099506072,-52.9268818269,2609.8912116494
20120409,635,2415,84,-583.6065573771,-101.4052939171,-24.3357971005,-77.0694968166,2532.8217148328
20120410,463,2592,76,-696.8903436989,-160.9537988953,-57.9635244304,-102.9902744649,2429.8314403679
20120411,2427,644,58,580.5926408336,-86.7991549224,-26.0357161672,-60.7634387552,2369.0680016127
20120412,2486,549,91,638.2207578254,-14.2971636476,7.1771075324,-21.47427118,2347.5937304327
20120413,709,2320,104,-531.8586992407,-66.0533172069,-19.7746828062,-46.2786344007,2301.315096032
20120416,1724,1301,113,139.8347107438,-45.4645144118,-11.7942131287,-33.6703012831,2267.6447947489
20120417,2346,695,97,542.913515291,13.3732885585,15.9411732923,-2.5678847338,2265.0769100151
20120418,993,2020,106,-340.8562894125,-22.0496692386,-1.898699843,-20.1509693957,2244.9259406194
20120419,1235,1766,128,-176.9410196601,-37.5388042808,-10.6508158338,-26.887988447,2218.0379521724
20120420,1991,1033,100,316.7989417989,-2.1050296728,5.7216720478,-7.8267017206,2210.2112504518
20120423,800,2223,99,-470.7244459147,-48.966971297,-18.1006338503,-30.8663374467,2179.3449130051
20120424,2029,1000,98,339.7160779135,-10.098666376,-0.2097982621,-9.8888681138,2169.4560448912
20120425,2326,694,101,540.3973509934,44.950935361,26.8205592007,18.1303761603,2187.5864210515
20120426,2049,957,118,363.2734530938,76.7831871343,43.6432038953,33.1399832389,2220.7264042905
20120427,2021,972,133,350.4844637487,104.1533147957,58.985266888,45.1680479077,2265.8944521982
20120430,1188,1848,121,-217.3913043478,71.9988528814,45.1664383262,26.8324145552,2292.7268667534
20120501,1960,1085,110,287.3563218391,93.5345997771,57.2759325018,36.2586672753,2328.9855340287
20120502,1321,1696,122,-124.2956579384,71.7515740056,48.1973529798,23.5542210257,2352.5397550544
20120503,902,2119,110,-402.8467394902,24.291742656,25.6451483563,-1.3534057003,2351.1863493541
20120504,747,2286,93,-507.4183976261,-28.8792713722,-1.0080289428,-27.8712424294,2323.3151069247
20120507,1626,1379,127,82.1963394343,-17.7717102916,3.1521894761,-20.9238997676,2302.391207157
20120508,1182,1825,121,-213.8343864317,-37.3779779056,-7.6971393193,-29.6808385862,2272.7103685708
20120509,968,2053,103,-359.1525984773,-69.5554399627,-25.2699122772,-44.2855276855,2228.4248408853
20120510,1887,1121,124,254.6542553191,-37.1344704346,-11.2737038974,-25.8607665372,2202.5640743481
20120511,1204,1819,101,-203.4402911016,-53.7650525013,-20.8820332576,-32.8830192436,2169.6810551045
20120514,480,2599,77,-688.2104579409,-117.2095930452,-54.2484544918,-62.9611385534,2106.719916551
20120515,1073,1964,91,-293.3816266052,-134.8267964012,-66.2051130974,-68.6216833038,2038.0982332473
20120516,982,2050,101,-352.2427440633,-156.5683911674,-80.5069946457,-76.0613965217,1962.0368367256
20120517,423,2664,66,-725.9475218659,-213.5063042373,-112.7790210068,-100.7272832305,1861.3095534951
20120518,761,2298,77,-502.451781628,-242.4008519763,-132.2626590378,-110.1381929385,1751.1713605565
20120521,2587,443,92,707.5907590759,-147.4016908711,-90.2699881321,-57.131702739,1694.0396578175
20120522,1563,1482,93,26.6009852217,-130.0014232618,-84.4264394644,-45.5749837974,1648.4646740201
20120523,1811,1193,104,205.7256990679,-96.4287110289,-69.9188325378,-26.509878491,1621.9547955291
20120524,1757,1270,106,160.8853650479,-70.6973034212,-58.3786226585,-12.3186807627,1609.6361147664
20120525,1539,1450,127,29.7758447641,-60.6499886027,-53.9708992874,-6.6790893153,1602.9570254512
20120529,2385,654,79,569.5952615992,2.3745364175,-22.7925912431,25.1671276606,1628.1241531118
20120530,424,2633,79,-722.6038599935,-70.1233032236,-57.7831546806,-12.340148543,1615.7840045688
20120531,1465,1567,120,-33.6411609499,-66.4750889962,-56.5760549941,-9.8990340021,1605.8849705666
20120601,446,2604,59,-707.5409836066,-130.5816784572,-89.1243014247,-41.4573770326,1564.4275935341
20120604,1289,1764,91,-155.5846708156,-133.0819776931,-92.4473198942,-40.6346577988,1523.7929357352
20120605,2226,792,105,475.1491053678,-72.258869387,-64.0674986311,-8.1913707559,1515.6015649794
20120606,2691,378,72,753.6656891496,10.3335864667,-23.1808392421,33.5144257088,1549.1159906881
20120607,1386,1657,105,-89.056851791,0.3945426409,-26.4746398695,26.8691825104,1575.9851731986
20120608,2113,897,89,403.9867109635,40.7537594732,-4.9515723279,45.705331801,1621.6905049996
20120611,631,2413,80,-585.4139290407,-21.8630093782,-33.9746901635,12.1116807853,1633.8021857849
20120612,2373,667,89,561.1842105263,36.4417126122,-4.216745129,40.6584577413,1674.4606435262
20120613,991,2059,91,-350.1639344262,-2.2188520916,-21.5141045939,19.2952525023,1693.7558960284
20120614,2154,920,80,401.4313597918,38.1461690967,-0.3668313746,38.5130004713,1732.2688964998
20120615,2098,927,105,387.1074380165,73.0422959887,19.0068820949,54.0354138938,1786.3043103935
20120618,1764,1255,95,168.5988737993,82.5979537698,26.4864816802,56.1114720896,1842.4157824831
20120619,2569,503,85,672.5260416667,141.5907625595,58.7884596795,82.80230288,1925.2180853631
20120620,1516,1504,113,3.9735099338,127.8290372969,56.0477121922,71.7813251047,1996.9994104677
20120621,575,2482,71,-623.8141969251,52.6647138747,22.0546167363,30.6100971383,2027.6095076061
20120622,2060,930,110,377.9264214047,85.1908846277,39.8482069698,45.3426776579,2072.952185264
20120625,698,2340,85,-540.487162607,22.6230799042,10.8314384909,11.7916414133,2084.7438266773
20120626,1925,1098,127,273.5693020179,47.7177021156,23.9683316673,23.7493704483,2108.4931971256
20120627,2393,666,90,564.5635828702,99.402290191,50.9980942274,48.4041959636,2156.8973930893
20120628,1697,1320,115,124.958568114,101.9579179833,54.6961179217,47.2618000616,2204.1591931509
20120629,2671,406,70,736.1065973351,165.3727859185,88.7666418924,76.6061440261,2280.765337177
20120702,2146,903,82,407.6746474254,189.6029720692,104.7120421691,84.8909299001,2365.6562670771
20120703,2371,615,125,588.0776959143,229.4504444537,128.8803248563,100.5701195974,2466.2263866745
20120705,1326,1689,118,-120.3980099502,194.4655990133,116.416408116,78.0491908973,2544.2755775718
20120706,972,2032,124,-352.862849534,139.7327541586,92.9524452335,46.7803089251,2591.0558864969
20120709,1333,1694,104,-119.2599933928,113.8334794034,82.3418233022,31.4916561013,2622.5475425982
20120710,1019,2003,117,-325.612177366,69.8889137265,61.9441232688,7.9447904577,2630.4923330559
20120711,1603,1430,119,57.0392350808,68.6039458619,61.6988788594,6.9050670026,2637.3974000585
20120712,1118,1898,109,-258.6206896552,35.8814823102,45.6829004336,-9.8014181234,2627.5959819351
20120713,2542,520,77,660.3527106466,98.3286051439,76.4163909443,21.9122141996,2649.5081961346
20120716,1357,1666,113,-102.2163413827,78.2741104912,67.4847543279,10.7893561633,2660.2975522979
20120717,2028,986,126,345.7199734572,105.0186967878,81.3965152844,23.6221815034,2683.9197338013
20120718,1870,1139,122,242.9378531073,118.8106124198,89.4735821756,29.3370302442,2713.2567640455
20120719,1581,1425,134,51.8962075848,112.1191719363,87.594713446,24.5244584902,2737.7812225357
20120720,1002,2011,111,-334.882177232,67.4190370194,66.4708689121,0.9481681073,2738.7293906431
20120723,719,2331,85,-528.5245901639,7.8246743011,36.7210959583,-28.8964216572,2709.8329689859
20120724,781,2238,99,-482.6101358066,-41.2188067097,10.7545343701,-51.9733410797,2657.8596279061
20120725,1611,1409,102,66.8874172185,-30.4081843168,13.5611785125,-43.9693628293,2613.8902650768
20120726,2222,819,81,461.3613942782,18.7687735427,35.9511893008,-17.1824157581,2596.7078493187
20120727,2540,505,82,668.3087027915,83.7227664675,67.5690649753,16.1537014922,2612.8615508109
20120730,1480,1535,98,-18.2421227197,73.5262775488,63.2785055906,10.2477719583,2623.1093227692
20120731,1233,1763,120,-176.9025367156,48.4833961224,51.2694534753,-2.7860573529,2620.3232654163
20120801,1131,1875,115,-247.50499002,18.8845575081,36.3307313005,-17.4461737924,2602.8770916239
20120802,1140,1890,119,-247.5247524752,-7.7563734902,22.1379571117,-29.8943306019,2572.982761022
20120803,2494,534,95,647.2919418758,57.7484580464,53.3956563499,4.3528016965,2577.3355627185
20120806,1887,1118,122,255.9068219634,77.5642944381,63.5212146306,14.0430798075,2591.378642526
20120807,1947,1068,108,291.5422885572,98.96209385,74.9222683269,24.0398255231,2615.4184680491
20120808,1526,1460,115,22.1031480241,91.2761992674,72.2813123118,18.9948869556,2634.4133550048
20120809,1664,1342,127,107.119095143,92.860488855,74.0232014533,18.8372874016,2653.2506424064
20120810,1618,1371,125,82.6363332218,91.8380732917,74.4538580418,17.3842152499,2670.6348576563
20120813,1124,1880,118,-251.6644474035,57.4878212222,58.1479427695,-0.6601215473,2669.974736109
20120814,1481,1532,120,-16.9266511782,50.0463739821,54.3942130721,-4.34783909,2665.626897019
20120815,1894,1108,98,261.8254497002,71.2242815539,64.7657749035,6.4585066504,2672.0854036694
20120816,2159,832,129,443.6643263123,108.4682860298,83.710702474,24.7575835558,2696.8429872252
20120817,1827,1136,139,233.2095848802,120.9424159148,91.1856465943,29.7567693205,2726.5997565457
20120820,1335,1669,114,-111.1850865513,97.7296656682,81.067109937,16.6625557312,2743.2623122769
20120821,1318,1645,148,-110.361120486,76.9205870528,71.4956984158,5.4248886369,2748.6872009138
20120822,1184,1815,113,-210.4034678226,48.1881815652,57.4007401039,-9.2125585387,2739.4746423752
20120823,930,2061,117,-378.1344032096,5.5559230878,35.6239829382,-30.0680598505,2709.4065825247
20120824,1911,1037,157,296.4721845319,34.6475492322,48.6663930179,-14.0188437858,2695.3877387389
20120827,1425,1571,111,-48.7316421896,26.30963009,43.7964912575,-17.4868611676,2677.9008775714
20120828,1668,1287,145,128.9340101523,36.5720680962,48.0533672023,-11.4812991061,2666.4195784653
20120829,1796,1167,139,212.2848464394,54.1433459305,56.2649411641,-2.1215952336,2664.2979832317
20120830,838,2110,130,-431.4789687924,5.5811144582,31.8777456663,-26.2966312081,2638.0013520236
20120831,2062,887,141,398.4401492031,44.8670179327,50.2058658432,-5.3388479104,2632.6625041132
20120904,1785,1213,111,190.7938625751,59.459702397,57.2352656798,2.2244367172,2634.8869408304
20120905,1394,1535,132,-48.1392966883,48.6998024884,51.9665375613,-3.2667350729,2631.6202057575
20120906,2395,635,95,580.8580858086,101.9156308205,78.4111149737,23.5045158467,2655.1247216042
20120907,2012,947,136,359.9188915174,127.7159568901,92.4865038009,35.2294530893,2690.3541746935
20120910,1214,1790,117,-191.7443408788,95.7699271133,78.2749615669,17.4949655463,2707.8491402398
20120911,2023,980,116,347.3193473193,120.9248691339,91.7271808545,29.1976882793,2737.0468285192
20120912,1969,1047,99,305.7029177719,139.4026739977,102.4259677004,36.9767062973,2774.0235348164
20120913,2378,648,100,571.7118307997,182.6335896779,125.8902608554,56.7433288225,2830.7668636389
20120914,2088,957,101,371.4285714286,201.5130878529,138.167176384,63.3459114689,2894.1127751078
20120917,925,2088,100,-385.9940258878,142.7623764789,111.9591162704,30.8032602084,2924.9160353163
20120918,1324,1682,112,-119.0951430472,116.5766245263,100.4064033046,16.1702212217,2941.086256538
20120919,1719,1270,125,150.2174640348,119.9407084771,102.8969563411,17.043752136,2958.130008674
20120920,1187,1821,113,-210.7712765957,86.8695099698,87.2135446942,-0.3440347244,2957.7859739496
20120921,1775,1255,96,171.6171617162,95.3442751445,91.4337255453,3.9105495991,2961.6965235488
20120924,1203,1801,109,-199.0679094541,65.9030566846,76.9086437953,-11.0055871107,2950.690936438
20120925,827,2228,74,-458.5924713584,13.4535038803,50.1335880377,-36.6800841574,2914.0108522807
20120926,1222,1809,102,-193.6654569449,-7.2583922022,37.9436357885,-45.2020279908,2868.8088242899
20120927,2266,751,100,502.1544580709,43.6828928251,61.1541769027,-17.4712840776,2851.3375402124
20120928,1174,1842,108,-221.4854111406,17.1660624285,47.0221975005,-29.856135072,2821.4814051404
20121001,1883,1165,87,235.5643044619,39.0058866319,56.4493028486,-17.4434162167,2804.0379889237
20121002,1583,1389,130,65.2759084791,41.6328888166,56.8906331301,-15.2577443135,2788.7802446102
20121003,1489,1500,114,-3.6801605888,37.1015838761,53.8620934441,-16.7605095681,2772.0197350421
20121004,2186,817,100,455.8774558775,78.9791710762,73.9628615658,5.0163095104,2777.0360445525
20121005,1712,1277,129,145.5336232854,85.6346162971,77.5413996518,8.0932166453,2785.1292611978
20121008,1172,1803,129,-212.1008403361,55.8610706338,63.0592876524,-7.1982170186,2777.9310441792
20121009,690,2349,85,-545.9032576505,-4.3153621946,32.6111603872,-36.9265225819,2741.0045215973
20121010,1145,1871,103,-240.7161803714,-27.9554440123,18.9447933493,-46.9002373616,2694.1042842357
20121011,1989,1026,107,319.4029850746,6.7803988964,33.9677029356,-27.1873040392,2666.9169801965
20121012,1090,1874,145,-264.5074224022,-20.3483832335,19.0439466687,-39.3923299022,2627.5246502943
20121015,2026,1002,97,338.177014531,15.504156543,35.0006000618,-19.4964435188,2608.0282067755
20121016,2258,757,103,497.8441127695,63.7381521656,58.1427756972,5.5953764684,2613.6235832439
20121017,2065,924,121,381.7330210773,95.5376390568,74.3222879662,21.2153510906,2634.8389343345
20121018,1482,1529,109,-15.6094320824,84.4229319429,69.8257019638,14.5972299791,2649.4361643136
20121019,681,2357,81,-551.6787360105,20.8127651475,38.7504800651,-17.9377149175,2631.4984493961
